series_id                     	year	period	       value	
LAUCN280430000000003          	2013	M06	        10.0	
LAUCN280430000000003          	2014	M06	         7.8	
LAUCN280430000000003          	2015	M06	         6.6	
LAUCN280430000000004          	2010	M06	        1094	
LAUCN280430000000004          	2011	M06	        1077	
LAUCN280430000000004          	2012	M06	         954	
LAUCN280430000000004          	2013	M06	         948	
LAUCN280430000000004          	2014	M06	         728	
LAUCN280430000000004          	2015	M06	         639	
LAUCN280430000000005          	2010	M06	        8720	
LAUCN280430000000005          	2011	M06	        8895	
LAUCN280430000000005          	2012	M06	        8983	
LAUCN280430000000005          	2013	M06	        8561	
LAUCN280430000000005          	2014	M06	        8649	
LAUCN280430000000005          	2015	M06	        9067	
LAUCN280430000000006          	2010	M06	        9814	
LAUCN280430000000006          	2011	M06	        9972	
LAUCN280430000000006          	2012	M06	        9937	
LAUCN280430000000006          	2013	M06	        9509	
LAUCN280430000000006          	2014	M06	        9377	
LAUCN280430000000006          	2015	M06	        9706	
LAUCN280450000000003          	2010	M06	         8.6	
LAUCN280450000000003          	2011	M06	        10.0	
LAUCN280450000000003          	2012	M06	         8.9	
LAUCN280450000000003          	2013	M06	         8.5	
LAUCN280450000000003          	2014	M06	         7.8	
LAUCN280450000000003          	2015	M06	         7.2	
LAUCN280450000000004          	2010	M06	        1748	
LAUCN280450000000004          	2011	M06	        2063	
LAUCN280450000000004          	2012	M06	        1805	
LAUCN280450000000004          	2013	M06	        1648	
LAUCN280450000000004          	2014	M06	        1481	
LAUCN280450000000004          	2015	M06	        1373	
LAUCN280450000000005          	2010	M06	       18543	
LAUCN280450000000005          	2011	M06	       18483	
LAUCN280450000000005          	2012	M06	       18372	
LAUCN280450000000005          	2013	M06	       17816	
LAUCN280450000000005          	2014	M06	       17450	
LAUCN280450000000005          	2015	M06	       17680	
LAUCN280450000000006          	2010	M06	       20291	
LAUCN280450000000006          	2011	M06	       20546	
LAUCN280450000000006          	2012	M06	       20177	
LAUCN280450000000006          	2013	M06	       19464	
LAUCN280450000000006          	2014	M06	       18931	
LAUCN280450000000006          	2015	M06	       19053	
LAUCN280470000000003          	2010	M06	         8.5	
LAUCN280470000000003          	2011	M06	         9.3	
LAUCN280470000000003          	2012	M06	         8.7	
LAUCN280470000000003          	2013	M06	         8.2	
LAUCN280470000000003          	2014	M06	         7.2	
LAUCN280470000000003          	2015	M06	         6.5	
LAUCN280470000000004          	2010	M06	        7843	
LAUCN280470000000004          	2011	M06	        8649	
LAUCN280470000000004          	2012	M06	        7946	
LAUCN280470000000004          	2013	M06	        7267	
LAUCN280470000000004          	2014	M06	        6261	
LAUCN280470000000004          	2015	M06	        5677	
LAUCN280470000000005          	2010	M06	       83895	
LAUCN280470000000005          	2011	M06	       84002	
LAUCN280470000000005          	2012	M06	       83516	
LAUCN280470000000005          	2013	M06	       81701	
LAUCN280470000000005          	2014	M06	       80671	
LAUCN280470000000005          	2015	M06	       81643	
LAUCN280470000000006          	2010	M06	       91738	
LAUCN280470000000006          	2011	M06	       92651	
LAUCN280470000000006          	2012	M06	       91462	
LAUCN280470000000006          	2013	M06	       88968	
LAUCN280470000000006          	2014	M06	       86932	
LAUCN280470000000006          	2015	M06	       87320	
LAUCN280490000000003          	2010	M06	        10.2	
LAUCN280490000000003          	2011	M06	        10.4	
LAUCN280490000000003          	2012	M06	         9.7	
LAUCN280490000000003          	2013	M06	         9.4	
LAUCN280490000000003          	2014	M06	         8.1	
LAUCN280490000000003          	2015	M06	         6.9	
LAUCN280490000000004          	2010	M06	       11782	
LAUCN280490000000004          	2011	M06	       12599	
LAUCN280490000000004          	2012	M06	       11475	
LAUCN280490000000004          	2013	M06	       10687	
LAUCN280490000000004          	2014	M06	        8914	
LAUCN280490000000004          	2015	M06	        7642	
LAUCN280490000000005          	2010	M06	      104158	
LAUCN280490000000005          	2011	M06	      108416	
LAUCN280490000000005          	2012	M06	      106817	
LAUCN280490000000005          	2013	M06	      102694	
LAUCN280490000000005          	2014	M06	      101056	
LAUCN280490000000005          	2015	M06	      103675	
LAUCN280490000000006          	2010	M06	      115940	
LAUCN280490000000006          	2011	M06	      121015	
LAUCN280490000000006          	2012	M06	      118292	
LAUCN280490000000006          	2013	M06	      113381	
LAUCN280490000000006          	2014	M06	      109970	
LAUCN280490000000006          	2015	M06	      111317	
LAUCN280510000000003          	2010	M06	        20.9	
LAUCN280510000000003          	2011	M06	        20.0	
LAUCN280510000000003          	2012	M06	        18.2	
LAUCN280510000000003          	2013	M06	        18.9	
LAUCN280510000000003          	2014	M06	        16.7	
LAUCN280510000000003          	2015	M06	        13.5	
LAUCN280510000000004          	2010	M06	        1414	
LAUCN280510000000004          	2011	M06	        1389	
LAUCN280510000000004          	2012	M06	        1208	
LAUCN280510000000004          	2013	M06	        1193	
LAUCN280510000000004          	2014	M06	        1025	
LAUCN280510000000004          	2015	M06	         846	
LAUCN280510000000005          	2010	M06	        5366	
LAUCN280510000000005          	2011	M06	        5541	
LAUCN280510000000005          	2012	M06	        5426	
LAUCN280510000000005          	2013	M06	        5116	
LAUCN280510000000005          	2014	M06	        5112	
LAUCN280510000000005          	2015	M06	        5440	
LAUCN280510000000006          	2010	M06	        6780	
LAUCN280510000000006          	2011	M06	        6930	
LAUCN280510000000006          	2012	M06	        6634	
LAUCN280510000000006          	2013	M06	        6309	
LAUCN280510000000006          	2014	M06	        6137	
LAUCN280510000000006          	2015	M06	        6286	
LAUCN280530000000003          	2010	M06	        18.6	
LAUCN280530000000003          	2011	M06	        21.5	
LAUCN280530000000003          	2012	M06	        21.6	
LAUCN280530000000003          	2013	M06	        19.1	
LAUCN280530000000003          	2014	M06	        17.6	
LAUCN280530000000003          	2015	M06	        14.1	
LAUCN280530000000004          	2010	M06	         619	
LAUCN280530000000004          	2011	M06	         741	
LAUCN280530000000004          	2012	M06	         681	
LAUCN280530000000004          	2013	M06	         571	
LAUCN280530000000004          	2014	M06	         448	
LAUCN280530000000004          	2015	M06	         351	
LAUCN280530000000005          	2010	M06	        2716	
LAUCN280530000000005          	2011	M06	        2713	
LAUCN280530000000005          	2012	M06	        2467	
LAUCN280530000000005          	2013	M06	        2411	
LAUCN280530000000005          	2014	M06	        2093	
LAUCN280530000000005          	2015	M06	        2137	
LAUCN280530000000006          	2010	M06	        3335	
LAUCN280530000000006          	2011	M06	        3454	
LAUCN280530000000006          	2012	M06	        3148	
LAUCN280530000000006          	2013	M06	        2982	
LAUCN280530000000006          	2014	M06	        2541	
LAUCN280530000000006          	2015	M06	        2488	
LAUCN280550000000003          	2010	M06	        15.1	
LAUCN280550000000003          	2011	M06	        21.1	
LAUCN280550000000003          	2012	M06	        18.3	
LAUCN280550000000003          	2013	M06	        24.6	
LAUCN280550000000003          	2014	M06	        17.9	
LAUCN280550000000003          	2015	M06	        17.6	
LAUCN280550000000004          	2010	M06	          76	
LAUCN280550000000004          	2011	M06	         109	
LAUCN280550000000004          	2012	M06	          86	
LAUCN280550000000004          	2013	M06	         109	
LAUCN280550000000004          	2014	M06	          76	
LAUCN280550000000004          	2015	M06	          75	
LAUCN280550000000005          	2010	M06	         428	
LAUCN280550000000005          	2011	M06	         407	
LAUCN280550000000005          	2012	M06	         385	
LAUCN280550000000005          	2013	M06	         334	
LAUCN280550000000005          	2014	M06	         349	
LAUCN280550000000005          	2015	M06	         351	
LAUCN280550000000006          	2010	M06	         504	
LAUCN280550000000006          	2011	M06	         516	
LAUCN280550000000006          	2012	M06	         471	
LAUCN280550000000006          	2013	M06	         443	
LAUCN280550000000006          	2014	M06	         425	
LAUCN280550000000006          	2015	M06	         426	
LAUCN280570000000003          	2010	M06	        11.9	
LAUCN280570000000003          	2011	M06	        10.9	
LAUCN280570000000003          	2012	M06	         9.4	
LAUCN280570000000003          	2013	M06	         9.0	
LAUCN280570000000003          	2014	M06	         8.2	
LAUCN280570000000003          	2015	M06	         6.5	
LAUCN280570000000004          	2010	M06	        1241	
LAUCN280570000000004          	2011	M06	        1171	
LAUCN280570000000004          	2012	M06	        1000	
LAUCN280570000000004          	2013	M06	         921	
LAUCN280570000000004          	2014	M06	         823	
LAUCN280570000000004          	2015	M06	         673	
LAUCN280570000000005          	2010	M06	        9218	
LAUCN280570000000005          	2011	M06	        9526	
LAUCN280570000000005          	2012	M06	        9629	
LAUCN280570000000005          	2013	M06	        9296	
LAUCN280570000000005          	2014	M06	        9248	
LAUCN280570000000005          	2015	M06	        9737	
LAUCN280570000000006          	2010	M06	       10459	
LAUCN280570000000006          	2011	M06	       10697	
LAUCN280570000000006          	2012	M06	       10629	
LAUCN280570000000006          	2013	M06	       10217	
LAUCN280570000000006          	2014	M06	       10071	
LAUCN280570000000006          	2015	M06	       10410	
LAUCN280590000000003          	2010	M06	         9.2	
LAUCN280590000000003          	2011	M06	        11.0	
LAUCN280590000000003          	2012	M06	         9.9	
LAUCN280590000000003          	2013	M06	         9.5	
LAUCN280590000000003          	2014	M06	         8.6	
LAUCN280590000000003          	2015	M06	         7.8	
LAUCN280590000000004          	2010	M06	        6090	
LAUCN280590000000004          	2011	M06	        7430	
LAUCN280590000000004          	2012	M06	        6429	
LAUCN280590000000004          	2013	M06	        5968	
LAUCN280590000000004          	2014	M06	        5225	
LAUCN280590000000004          	2015	M06	        4692	
LAUCN280590000000005          	2010	M06	       60414	
LAUCN280590000000005          	2011	M06	       59821	
LAUCN280590000000005          	2012	M06	       58503	
LAUCN280590000000005          	2013	M06	       56604	
LAUCN280590000000005          	2014	M06	       55513	
LAUCN280590000000005          	2015	M06	       55581	
LAUCN280590000000006          	2010	M06	       66504	
LAUCN280590000000006          	2011	M06	       67251	
LAUCN280590000000006          	2012	M06	       64932	
LAUCN280590000000006          	2013	M06	       62572	
LAUCN280590000000006          	2014	M06	       60738	
LAUCN280590000000006          	2015	M06	       60273	
LAUCN280610000000003          	2010	M06	        13.1	
LAUCN280610000000003          	2011	M06	        12.8	
LAUCN280610000000003          	2012	M06	        11.4	
LAUCN280610000000003          	2013	M06	        11.3	
LAUCN280610000000003          	2014	M06	         9.5	
LAUCN280610000000003          	2015	M06	         9.0	
LAUCN280610000000004          	2010	M06	         924	
LAUCN280610000000004          	2011	M06	         941	
LAUCN280610000000004          	2012	M06	         805	
LAUCN280610000000004          	2013	M06	         748	
LAUCN280610000000004          	2014	M06	         625	
LAUCN280610000000004          	2015	M06	         588	
LAUCN280610000000005          	2010	M06	        6125	
LAUCN280610000000005          	2011	M06	        6384	
LAUCN280610000000005          	2012	M06	        6242	
LAUCN280610000000005          	2013	M06	        5847	
LAUCN280610000000005          	2014	M06	        5945	
